id	value	cell_tested	state_tested	dnase_tested	cell_picked	state_picked	dnase_picked	matched	coords	len
#91	0.452	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr17:31,204,069-31,204,363	295
#6741	0.450	HepG2	1:Tss	DNase	Huvec	5:Enh	DNase	unmatched	chr14:95,990,129-95,990,423	295
#12188	-0.449	HepG2	1:Tss	DNase	K562	5:Enh	DNase	unmatched	chr2:43,411,469-43,411,763	295
#5979	-0.445	HepG2	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr8:38,614,269-38,614,563	295
#1465	-0.444	HepG2	1:Tss	DNase	H1hesc	10:DNaseD	DNase	unmatched	chr19:4,058,429-4,058,723	295
#12166	0.443	HepG2	1:Tss	DNase	K562	5:Enh	DNase	unmatched	chr16:25,011,189-25,011,483	295
#3959	-0.442	HepG2	1:Tss	DNase	K562	1:Tss	DNase	unmatched	chr15:85,290,929-85,291,223	295
#12002	0.440	HepG2	1:Tss	DNase	K562	4:PromP	DNase	unmatched	chr3:10,206,449-10,206,743	295
#8047	-0.439	HepG2	1:Tss	DNase	H1hesc	4:PromP	DNase	unmatched	chr14:102,976,129-102,976,423	295
#8639	-0.437	HepG2	1:Tss	DNase	H1hesc	5:Enh	DNase	unmatched	chr2:220,436,729-220,437,023	295
#1661	-0.436	HepG2	1:Tss	DNase	H1hesc	12:CtcfO	DNase	unmatched	chr2:64,276,829-64,277,123	295
#13817	0.433	HepG2	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr19:18,942,569-18,942,863	295
#8666	0.431	HepG2	1:Tss	DNase	H1hesc	5:Enh	DNase	unmatched	chr1:113,585,289-113,585,583	295
#8595	-0.430	HepG2	1:Tss	DNase	H1hesc	5:Enh	DNase	unmatched	chr2:216,948,689-216,948,983	295
#1871	-0.430	HepG2	1:Tss	DNase	H1hesc	21:Repr	DNase	unmatched	chr2:102,760,069-102,760,363	295
#11874	-0.429	HepG2	1:Tss	DNase	K562	1:Tss	DNase	unmatched	chr1:153,950,329-153,950,623	295
#5104	0.425	HepG2	1:Tss	DNase	K562	8:EnhW	DNase	unmatched	chr22:45,555,589-45,555,883	295
#13333	-0.423	HepG2	1:Tss	DNase	K562	12:CtcfO	DNase	unmatched	chr6:155,648,629-155,648,923	295
#8843	-0.423	HepG2	1:Tss	DNase	H1hesc	8:EnhW	DNase	unmatched	chr17:40,580,469-40,580,763	295
#11819	0.420	HepG2	1:Tss	DNase	K562	1:Tss	DNase	unmatched	chr7:32,996,789-32,997,083	295
#11814	-0.419	HepG2	1:Tss	DNase	K562	1:Tss	DNase	unmatched	chr9:114,246,569-114,246,863	295
#4177	-0.419	HepG2	1:Tss	DNase	K562	4:PromP	DNase	unmatched	chr12:26,986,789-26,987,083	295
#8053	0.411	HepG2	1:Tss	DNase	H1hesc	4:PromP	DNase	unmatched	chr9:140,353,729-140,354,023	295
#13875	0.410	HepG2	1:Tss	DNase	Huvec	2:TssF	DNase	unmatched	chr11:64,949,769-64,950,063	295
#313	-0.409	HepG2	1:Tss	DNase	H1hesc	5:Enh	DNase	unmatched	chr14:22,025,669-22,025,963	295
#7896	-0.405	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr13:114,143,589-114,143,883	295
#8064	0.401	HepG2	1:Tss	DNase	H1hesc	4:PromP	DNase	unmatched	chr20:307,789-308,083	295
#13343	0.399	HepG2	1:Tss	DNase	K562	12:CtcfO	DNase	unmatched	chr8:21,894,329-21,894,623	295
#8534	-0.396	HepG2	1:Tss	DNase	H1hesc	5:Enh	DNase	unmatched	chr20:45,999,689-45,999,983	295
#7864	-0.390	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr7:104,624,529-104,624,823	295
#8037	-0.390	HepG2	1:Tss	DNase	H1hesc	4:PromP	DNase	unmatched	chr1:210,502,109-210,502,403	295
#37	0.389	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr2:239,197,049-239,197,343	295
#3941	-0.384	HepG2	1:Tss	DNase	K562	1:Tss	DNase	unmatched	chr4:13,486,109-13,486,403	295
#5993	0.384	HepG2	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr6:87,864,989-87,865,283	295
#4754	-0.383	HepG2	1:Tss	DNase	K562	5:Enh	DNase	unmatched	chr17:56,708,689-56,708,983	295
#417	0.380	HepG2	1:Tss	DNase	H1hesc	5:Enh	DNase	unmatched	chr8:26,499,229-26,499,523	295
#8454	-0.378	HepG2	1:Tss	DNase	H1hesc	5:Enh	DNase	unmatched	chr12:69,809,769-69,810,063	295
#7871	0.377	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr3:49,130,849-49,131,143	295
#6643	-0.372	HepG2	1:Tss	DNase	Huvec	5:Enh	DNase	unmatched	chr10:29,824,209-29,824,503	295
#72	-0.369	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr9:140,472,929-140,473,223	295
#4225	0.368	HepG2	1:Tss	DNase	K562	5:Enh	DNase	unmatched	chr10:35,736,629-35,736,923	295
#248	-0.362	HepG2	1:Tss	DNase	H1hesc	4:PromP	DNase	unmatched	chr5:121,413,389-121,413,683	295
#8404	-0.359	HepG2	1:Tss	DNase	H1hesc	5:Enh	DNase	unmatched	chr12:132,380,569-132,380,863	295
#3949	-0.354	HepG2	1:Tss	DNase	K562	1:Tss	DNase	unmatched	chr10:21,814,429-21,814,723	295
#5950	-0.352	HepG2	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr14:74,960,089-74,960,383	295
#5905	-0.351	HepG2	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr9:131,937,069-131,937,363	295
#59	-0.340	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr16:66,638,649-66,638,943	295
#13775	0.338	HepG2	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr17:43,128,849-43,129,143	295
#1	0.338	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr20:30,310,589-30,310,883	295
#8337	0.335	HepG2	1:Tss	DNase	H1hesc	5:Enh	DNase	unmatched	chr22:30,592,229-30,592,523	295
#6327	-0.334	HepG2	1:Tss	DNase	Huvec	5:Enh	DNase	unmatched	chr5:67,535,429-67,535,723	295
#9496	0.334	HepG2	1:Tss	DNase	H1hesc	12:CtcfO	DNase	unmatched	chr7:96,044,289-96,044,583	295
#7906	0.333	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr12:7,071,229-7,071,523	295
#8539	0.330	HepG2	1:Tss	DNase	H1hesc	5:Enh	DNase	unmatched	chr12:14,537,809-14,538,103	295
#13959	-0.322	HepG2	1:Tss	DNase	Huvec	4:PromP	DNase	unmatched	chr11:2,158,429-2,158,723	295
#7955	-0.322	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr5:89,770,169-89,770,463	295
#8085	-0.322	HepG2	1:Tss	DNase	H1hesc	4:PromP	DNase	unmatched	chr15:75,074,289-75,074,583	295
#4121	0.321	HepG2	1:Tss	DNase	K562	4:PromP	DNase	unmatched	chr17:7,253,509-7,253,803	295
#8015	-0.320	HepG2	1:Tss	DNase	H1hesc	4:PromP	DNase	unmatched	chr5:131,705,229-131,705,523	295
#14001	-0.308	HepG2	1:Tss	DNase	Huvec	4:PromP	DNase	unmatched	chr2:113,956,729-113,957,023	295
#7933	-0.306	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr18:11,980,429-11,980,723	295
#5974	-0.304	HepG2	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr3:128,840,689-128,840,983	295
#835	0.304	HepG2	1:Tss	DNase	H1hesc	5:Enh	DNase	unmatched	chr7:2,661,829-2,662,123	295
#1042	-0.297	HepG2	1:Tss	DNase	H1hesc	8:EnhW	DNase	unmatched	chr8:41,649,629-41,649,923	295
#1282	0.294	HepG2	1:Tss	DNase	H1hesc	9:DNaseU	DNase	unmatched	chr10:134,261,889-134,262,183	295
#7926	-0.291	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr1:155,533,809-155,534,103	295
#1166	0.286	HepG2	1:Tss	DNase	H1hesc	8:EnhW	DNase	unmatched	chr17:41,043,609-41,043,903	295
#13759	0.282	HepG2	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr1:36,107,669-36,107,963	295
#7902	-0.282	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr2:73,612,689-73,612,983	295
#247	-0.279	HepG2	1:Tss	DNase	H1hesc	4:PromP	DNase	unmatched	chr8:104,383,489-104,383,783	295
#13834	-0.262	HepG2	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr5:56,470,309-56,470,603	295
#12611	0.259	HepG2	1:Tss	DNase	K562	5:Enh	DNase	unmatched	chr3:171,524,289-171,524,583	295
#95	-0.258	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr18:11,851,829-11,852,123	295
#13931	0.256	HepG2	1:Tss	DNase	Huvec	4:PromP	DNase	unmatched	chr16:48,657,169-48,657,463	295
#6172	-0.251	HepG2	1:Tss	DNase	Huvec	5:Enh	DNase	unmatched	chr18:3,665,769-3,666,063	295
#35	-0.237	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr1:11,796,489-11,796,783	295
#13829	-0.226	HepG2	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr14:69,619,749-69,620,043	295
#5924	-0.222	HepG2	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr12:58,335,309-58,335,603	295
#7948	0.222	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr9:15,307,209-15,307,503	295
#5949	-0.221	HepG2	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr20:48,806,889-48,807,183	295
#4138	-0.216	HepG2	1:Tss	DNase	K562	4:PromP	DNase	unmatched	chr20:35,974,289-35,974,583	295
#14244	0.208	HepG2	1:Tss	DNase	Huvec	5:Enh	DNase	unmatched	chr2:43,395,909-43,396,203	295
#7905	0.205	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr5:179,921,129-179,921,423	295
#11987	0.202	HepG2	1:Tss	DNase	K562	4:PromP	DNase	unmatched	chr19:33,555,769-33,556,063	295
#7898	0.194	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chrX:128,657,409-128,657,703	295
#7960	-0.183	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr6:119,255,589-119,255,883	295
#8708	-0.178	HepG2	1:Tss	DNase	H1hesc	5:Enh	DNase	unmatched	chr22:36,520,049-36,520,343	295
#13795	-0.170	HepG2	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr22:50,329,749-50,330,043	295
#50	-0.168	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr12:57,482,489-57,482,783	295
#6141	-0.163	HepG2	1:Tss	DNase	Huvec	4:PromP	DNase	unmatched	chr1:93,426,929-93,427,223	295
#68	0.140	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr19:47,729,309-47,729,603	295
#8652	-0.138	HepG2	1:Tss	DNase	H1hesc	5:Enh	DNase	unmatched	chr2:42,396,209-42,396,503	295
#13824	-0.128	HepG2	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr2:24,149,909-24,150,203	295
#11863	-0.124	HepG2	1:Tss	DNase	K562	1:Tss	DNase	unmatched	chr19:54,694,929-54,695,223	295
#13830	-0.111	HepG2	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr5:892,769-893,063	295
#5952	0.105	HepG2	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr19:1,354,709-1,355,003	295
#7920	0.105	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr5:179,233,769-179,234,063	295
#7958	0.073	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr5:174,905,369-174,905,663	295
#11954	0.009	HepG2	1:Tss	DNase	K562	4:PromP	DNase	unmatched	chr16:8,768,229-8,768,523	295
#11872	0.009	HepG2	1:Tss	DNase	K562	1:Tss	DNase	unmatched	chr12:125,549,749-125,550,043	295
#13844	0.009	HepG2	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr2:239,112,209-239,112,503	295
#13853	0.009	HepG2	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr18:34,408,849-34,409,143	295
#13969	0.009	HepG2	1:Tss	DNase	Huvec	4:PromP	DNase	unmatched	chr15:57,668,489-57,668,783	295
#7899	0.009	HepG2	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr15:65,133,729-65,134,023	295
#170	0.009	HepG2	1:Tss	DNase	H1hesc	4:PromP	DNase	unmatched	chr12:52,345,209-52,345,503	295
#354	-0.999	HepG2	2:TssF	DNase	H1hesc	5:Enh	DNase	unmatched	chr10:29,923,709-29,924,003	295
#3931	-0.998	HepG2	2:TssF	DNase	K562	1:Tss	DNase	unmatched	chr1:78,471,449-78,471,743	295
#8575	-0.981	HepG2	2:TssF	DNase	H1hesc	5:Enh	DNase	unmatched	chr6:138,866,729-138,867,023	295
#5694	-0.905	HepG2	2:TssF	DNase	K562	14:Gen5'	DNase	unmatched	chr16:89,510,529-89,510,823	295
#14191	0.582	HepG2	2:TssF	DNase	Huvec	5:Enh	DNase	unmatched	chr2:182,675,589-182,675,883	295
#5271	-0.578	HepG2	2:TssF	DNase	K562	9:DNaseU	DNase	unmatched	chr6:82,854,669-82,854,963	295
#13783	-0.476	HepG2	2:TssF	DNase	Huvec	1:Tss	DNase	unmatched	chr1:10,094,509-10,094,803	295
#5242	-0.470	HepG2	2:TssF	DNase	K562	9:DNaseU	DNase	unmatched	chr4:88,330,669-88,330,963	295
#4264	0.425	HepG2	2:TssF	DNase	K562	5:Enh	DNase	unmatched	chr6:26,025,889-26,026,183	295
#8678	0.419	HepG2	2:TssF	DNase	H1hesc	5:Enh	DNase	unmatched	chr16:9,052,219-9,052,513	295
#8392	-0.388	HepG2	2:TssF	DNase	H1hesc	5:Enh	DNase	unmatched	chr2:153,309,929-153,310,223	295
#6576	0.380	HepG2	2:TssF	DNase	Huvec	5:Enh	DNase	unmatched	chr15:99,343,769-99,344,063	295
#8287	0.302	HepG2	2:TssF	DNase	H1hesc	5:Enh	DNase	unmatched	chr4:114,066,589-114,066,883	295
#11895	-0.252	HepG2	2:TssF	DNase	K562	2:TssF	DNase	unmatched	chr10:60,095,509-60,095,803	295
#6633	0.246	HepG2	2:TssF	DNase	Huvec	5:Enh	DNase	unmatched	chr22:42,015,029-42,015,323	295
#4012	-0.753	HepG2	3:PromF	DNase	K562	1:Tss	DNase	unmatched	chr19:45,674,589-45,674,883	295
#6309	-0.592	HepG2	3:PromF	DNase	Huvec	5:Enh	DNase	unmatched	chr12:12,956,989-12,957,283	295
#6574	0.222	HepG2	3:PromF	DNase	Huvec	5:Enh	DNase	unmatched	chr6:130,065,789-130,066,083	295
#14368	-0.989	HepG2	4:PromP	DNase	Huvec	5:Enh	DNase	unmatched	chr1:153,521,789-153,522,083	295
#662	0.986	HepG2	4:PromP	DNase	H1hesc	5:Enh	DNase	unmatched	chr15:77,915,429-77,915,723	295
#8913	0.984	HepG2	4:PromP	DNase	H1hesc	8:EnhW	DNase	unmatched	chr11:35,413,849-35,414,143	295
#5556	0.982	HepG2	4:PromP	DNase	K562	12:CtcfO	DNase	unmatched	chr1:7,729,609-7,729,903	295
#5116	-0.975	HepG2	4:PromP	DNase	K562	8:EnhW	DNase	unmatched	chr16:19,897,649-19,897,943	295
#15624	0.968	HepG2	4:PromP	DNase	Huvec	20:ReprD	DNase	unmatched	chr2:220,360,189-220,360,483	295
#6956	0.965	HepG2	4:PromP	DNase	Huvec	8:EnhW	DNase	unmatched	chr5:14,113,409-14,113,703	295
#1091	-0.965	HepG2	4:PromP	DNase	H1hesc	8:EnhW	DNase	unmatched	chr16:57,634,349-57,634,643	295
#250	-0.960	HepG2	4:PromP	DNase	H1hesc	4:PromP	DNase	unmatched	chr10:101,296,589-101,296,883	295
#277	-0.957	HepG2	4:PromP	DNase	H1hesc	5:Enh	DNase	unmatched	chr6:24,400,289-24,400,583	295
#6053	0.952	HepG2	4:PromP	DNase	Huvec	4:PromP	DNase	unmatched	chr9:2,621,329-2,621,623	295
#6048	-0.944	HepG2	4:PromP	DNase	Huvec	4:PromP	DNase	unmatched	chr1:23,866,329-23,866,623	295
#6336	-0.943	HepG2	4:PromP	DNase	Huvec	5:Enh	DNase	unmatched	chr10:80,697,889-80,698,183	295
#4169	-0.942	HepG2	4:PromP	DNase	K562	4:PromP	DNase	unmatched	chr15:98,971,589-98,971,883	295
#4135	-0.934	HepG2	4:PromP	DNase	K562	4:PromP	DNase	unmatched	chr7:150,945,809-150,946,103	295
#15616	-0.934	HepG2	4:PromP	DNase	Huvec	20:ReprD	DNase	unmatched	chr5:34,479,989-34,480,283	295
#1043	0.930	HepG2	4:PromP	DNase	H1hesc	8:EnhW	DNase	unmatched	chr12:53,890,089-53,890,383	295
#229	-0.925	HepG2	4:PromP	DNase	H1hesc	4:PromP	DNase	unmatched	chr2:237,086,729-237,087,023	295
#13957	0.895	HepG2	4:PromP	DNase	Huvec	4:PromP	DNase	unmatched	chr14:79,745,489-79,745,783	295
#6144	-0.894	HepG2	4:PromP	DNase	Huvec	4:PromP	DNase	unmatched	chr17:73,408,669-73,408,963	295
#5883	0.892	HepG2	4:PromP	DNase	K562	25:Art	DNase	unmatched	chr20:61,603,729-61,604,023	295
#7048	0.878	HepG2	4:PromP	DNase	Huvec	8:EnhW	DNase	unmatched	chr10:134,266,629-134,266,923	295
#8667	-0.877	HepG2	4:PromP	DNase	H1hesc	5:Enh	DNase	unmatched	chr16:74,900,109-74,900,403	295
#6294	0.875	HepG2	4:PromP	DNase	Huvec	5:Enh	DNase	unmatched	chr15:41,232,529-41,232,823	295
#13909	-0.873	HepG2	4:PromP	DNase	Huvec	4:PromP	DNase	unmatched	chr2:97,173,729-97,174,023	295
#8088	0.871	HepG2	4:PromP	DNase	H1hesc	4:PromP	DNase	unmatched	chr10:23,488,049-23,488,343	295
#11832	-0.869	HepG2	4:PromP	DNase	K562	1:Tss	DNase	unmatched	chr1:113,258,009-113,258,303	295
#7860	0.869	HepG2	4:PromP	DNase	Huvec	25:Art	DNase	unmatched	chr11:118,530,209-118,530,503	295
#13916	0.869	HepG2	4:PromP	DNase	Huvec	4:PromP	DNase	unmatched	chr10:124,892,529-124,892,823	295
#14881	-0.869	HepG2	4:PromP	DNase	Huvec	8:EnhW	DNase	unmatched	chr10:106,109,949-106,110,243	295
#14003	-0.863	HepG2	4:PromP	DNase	Huvec	4:PromP	DNase	unmatched	chr9:12,329,369-12,329,663	295
#13724	0.861	HepG2	4:PromP	DNase	K562	24:Quies	DNase	unmatched	chr14:79,745,509-79,745,803	295
#7437	0.855	HepG2	4:PromP	DNase	Huvec	12:CtcfO	DNase	unmatched	chr2:128,407,289-128,407,583	295
#6109	-0.855	HepG2	4:PromP	DNase	Huvec	4:PromP	DNase	unmatched	chr12:6,809,849-6,810,143	295
#15	-0.853	HepG2	4:PromP	DNase	H1hesc	1:Tss	DNase	unmatched	chr5:76,011,749-76,012,043	295
#6074	-0.849	HepG2	4:PromP	DNase	Huvec	4:PromP	DNase	unmatched	chr2:71,192,069-71,192,363	295
#1566	-0.848	HepG2	4:PromP	DNase	H1hesc	12:CtcfO	DNase	unmatched	chr12:12,186,289-12,186,583	295
#8929	-0.831	HepG2	4:PromP	DNase	H1hesc	8:EnhW	DNase	unmatched	chr2:20,280,669-20,280,963	295
#8647	0.829	HepG2	4:PromP	DNase	H1hesc	5:Enh	DNase	unmatched	chr20:49,609,649-49,609,943	295
#6101	-0.824	HepG2	4:PromP	DNase	Huvec	4:PromP	DNase	unmatched	chr3:184,231,589-184,231,883	295
#12061	-0.809	HepG2	4:PromP	DNase	K562	5:Enh	DNase	unmatched	chr2:8,833,409-8,833,703	295
#14522	0.809	HepG2	4:PromP	DNase	Huvec	5:Enh	DNase	unmatched	chr19:56,058,669-56,058,963	295
#6102	0.805	HepG2	4:PromP	DNase	Huvec	4:PromP	DNase	unmatched	chr3:134,513,889-134,514,183	295
#11974	0.802	HepG2	4:PromP	DNase	K562	4:PromP	DNase	unmatched	chr16:89,237,829-89,238,123	295
#13005	0.800	HepG2	4:PromP	DNase	K562	8:EnhW	DNase	unmatched	chr20:39,763,909-39,764,203	295
#9421	-0.800	HepG2	4:PromP	DNase	H1hesc	12:CtcfO	DNase	unmatched	chr2:65,800,329-65,800,623	295
#9327	-0.796	HepG2	4:PromP	DNase	H1hesc	10:DNaseD	DNase	unmatched	chr22:50,521,489-50,521,783	295
#12039	-0.782	HepG2	4:PromP	DNase	K562	4:PromP	DNase	unmatched	chr3:58,571,089-58,571,383	295
#4926	-0.780	HepG2	4:PromP	DNase	K562	8:EnhW	DNase	unmatched	chr17:63,070,969-63,071,263	295
#7064	-0.780	HepG2	4:PromP	DNase	Huvec	8:EnhW	DNase	unmatched	chr1:77,999,329-77,999,623	295
#4173	0.779	HepG2	4:PromP	DNase	K562	4:PromP	DNase	unmatched	chr16:2,551,229-2,551,523	295
#11831	-0.778	HepG2	4:PromP	DNase	K562	1:Tss	DNase	unmatched	chr17:47,647,349-47,647,643	295
#12137	0.777	HepG2	4:PromP	DNase	K562	5:Enh	DNase	unmatched	chr16:4,452,469-4,452,763	295
#3980	0.776	HepG2	4:PromP	DNase	K562	1:Tss	DNase	unmatched	chr3:138,655,089-138,655,383	295
#6041	0.776	HepG2	4:PromP	DNase	Huvec	3:PromF	DNase	unmatched	chr6:16,803,569-16,803,863	295
#6113	-0.774	HepG2	4:PromP	DNase	Huvec	4:PromP	DNase	unmatched	chr6:50,783,809-50,784,103	295
#7429	0.774	HepG2	4:PromP	DNase	Huvec	12:CtcfO	DNase	unmatched	chr2:27,205,249-27,205,543	295
#14821	-0.769	HepG2	4:PromP	DNase	Huvec	8:EnhW	DNase	unmatched	chr20:43,343,309-43,343,603	295
#11984	-0.762	HepG2	4:PromP	DNase	K562	4:PromP	DNase	unmatched	chr5:76,114,589-76,114,883	295
#4158	0.753	HepG2	4:PromP	DNase	K562	4:PromP	DNase	unmatched	chr19:55,677,389-55,677,683	295
#11958	-0.753	HepG2	4:PromP	DNase	K562	4:PromP	DNase	unmatched	chr17:37,730,069-37,730,363	295
#4118	0.752	HepG2	4:PromP	DNase	K562	4:PromP	DNase	unmatched	chr14:104,313,829-104,314,123	295
#13415	-0.748	HepG2	4:PromP	DNase	K562	12:CtcfO	DNase	unmatched	chr8:135,898,709-135,899,003	295
#15415	-0.748	HepG2	4:PromP	DNase	Huvec	12:CtcfO	DNase	unmatched	chr14:67,893,969-67,894,263	295
#1618	0.743	HepG2	4:PromP	DNase	H1hesc	12:CtcfO	DNase	unmatched	chr2:68,349,569-68,349,863	295
#13654	0.741	HepG2	4:PromP	DNase	K562	20:ReprD	DNase	unmatched	chr16:1,098,509-1,098,803	295
#8106	-0.741	HepG2	4:PromP	DNase	H1hesc	4:PromP	DNase	unmatched	chr2:175,206,309-175,206,603	295
#4149	0.737	HepG2	4:PromP	DNase	K562	4:PromP	DNase	unmatched	chr12:125,815,569-125,815,863	295
#13796	-0.736	HepG2	4:PromP	DNase	Huvec	1:Tss	DNase	unmatched	chr10:76,995,669-76,995,963	295
#15073	0.730	HepG2	4:PromP	DNase	Huvec	9:DNaseU	DNase	unmatched	chr10:112,594,669-112,594,963	295
#9347	-0.730	HepG2	4:PromP	DNase	H1hesc	12:CtcfO	DNase	unmatched	chr5:150,618,849-150,619,143	295
#8099	0.729	HepG2	4:PromP	DNase	H1hesc	4:PromP	DNase	unmatched	chr4:57,410,749-57,411,043	295
#8050	-0.728	HepG2	4:PromP	DNase	H1hesc	4:PromP	DNase	unmatched	chr20:30,619,269-30,619,563	295
#8104	-0.722	HepG2	4:PromP	DNase	H1hesc	4:PromP	DNase	unmatched	chr1:223,899,969-223,900,263	295
#1121	-0.721	HepG2	4:PromP	DNase	H1hesc	8:EnhW	DNase	unmatched	chr7:75,889,509-75,889,803	295
#5028	0.717	HepG2	4:PromP	DNase	K562	8:EnhW	DNase	unmatched	chr1:226,312,909-226,313,203	295
#5537	0.714	HepG2	4:PromP	DNase	K562	12:CtcfO	DNase	unmatched	chr8:11,446,929-11,447,223	295
#4161	-0.712	HepG2	4:PromP	DNase	K562	4:PromP	DNase	unmatched	chr7:116,570,529-116,570,823	295
#5909	0.710	HepG2	4:PromP	DNase	Huvec	1:Tss	DNase	unmatched	chr7:5,609,729-5,610,023	295
#12064	-0.706	HepG2	4:PromP	DNase	K562	5:Enh	DNase	unmatched	chr11:85,904,529-85,904,823	295
#5054	0.699	HepG2	4:PromP	DNase	K562	8:EnhW	DNase	unmatched	chr16:48,443,889-48,444,183	295
#13949	0.697	HepG2	4:PromP	DNase	Huvec	4:PromP	DNase	unmatched	chr22:19,718,149-19,718,443	295
#4560	0.695	HepG2	4:PromP	DNase	K562	5:Enh	DNase	unmatched	chr2:98,357,049-98,357,343	295
#14087	0.693	HepG2	4:PromP	DNase	Huvec	5:Enh	DNase	unmatched	chr16:89,648,549-89,648,843	295
#12032	-0.691	HepG2	4:PromP	DNase	K562	4:PromP	DNase	unmatched	chr17:44,928,789-44,929,083	295
#1574	0.691	HepG2	4:PromP	DNase	H1hesc	12:CtcfO	DNase	unmatched	chr19:6,279,969-6,280,263	295
#4382	-0.687	HepG2	4:PromP	DNase	K562	5:Enh	DNase	unmatched	chr15:66,972,069-66,972,363	295
#1711	-0.687	HepG2	4:PromP	DNase	H1hesc	13:Ctcf	DNase	unmatched	chr7:5,908,729-5,909,023	295
#1669	-0.687	HepG2	4:PromP	DNase	H1hesc	12:CtcfO	DNase	unmatched	chr1:23,290,709-23,291,003	295
#4139	-0.682	HepG2	4:PromP	DNase	K562	4:PromP	DNase	unmatched	chr22:50,706,109-50,706,403	295
#6094	-0.673	HepG2	4:PromP	DNase	Huvec	4:PromP	DNase	unmatched	chr1:76,080,409-76,080,703	295
#11921	-0.672	HepG2	4:PromP	DNase	K562	3:PromF	DNase	unmatched	chr10:28,957,609-28,957,903	295
#9104	0.667	HepG2	4:PromP	DNase	H1hesc	8:EnhW	DNase	unmatched	chr6:16,965,109-16,965,403	295
#13930	0.665	HepG2	4:PromP	DNase	Huvec	4:PromP	DNase	unmatched	chr14:90,526,749-90,527,043	295
#13937	0.663	HepG2	4:PromP	DNase	Huvec	4:PromP	DNase	unmatched	chr7:5,279,849-5,280,143	295
#4353	0.662	HepG2	4:PromP	DNase	K562	5:Enh	DNase	unmatched	chr9:100,797,029-100,797,323	295
#192	0.662	HepG2	4:PromP	DNase	H1hesc	4:PromP	DNase	unmatched	chr11:59,521,469-59,521,763	295
#8899	0.660	HepG2	4:PromP	DNase	H1hesc	8:EnhW	DNase	unmatched	chr19:7,934,989-7,935,283	295
#8021	0.660	HepG2	4:PromP	DNase	H1hesc	4:PromP	DNase	unmatched	chr16:29,796,489-29,796,783	295
#14071	0.658	HepG2	4:PromP	DNase	Huvec	5:Enh	DNase	unmatched	chr2:102,857,229-102,857,523	295
#15417	-0.658	HepG2	4:PromP	DNase	Huvec	12:CtcfO	DNase	unmatched	chr19:50,006,429-50,006,723	295
#13440	-0.652	HepG2	4:PromP	DNase	K562	12:CtcfO	DNase	unmatched	chr7:29,787,589-29,787,883	295
#5134	-0.650	HepG2	4:PromP	DNase	K562	8:EnhW	DNase	unmatched	chr11:17,427,189-17,427,483	295
